customer_id,transaction_id,age,gender,account_type,branch,account_open_date,transaction_date,balance_amount,currency,transaction_amount,transaction_type,credit_score,loan_amount,loan_status,loan_approved,occupation,annual_income,email,notes
CUST-1034,TXN966785,21,male,fixed deposit,Phoenix,2023-04-04,08/21/2023,1404.4,USD ,224.55,Wire Transfer,,4770.66,Active,no,Teacher,3420.96,lee.jones@outlook.com,Auto-debit setup confirmed
CUST-3017,TXN111223,35,female,Fixed Deposit,Houston,12-Dec-2022,2023-02-18,1944.61, USD,-10.18,Deposit,612,2702.18,Closed,Yes,accountant,661.11,,Auto-debit setup confirmed
CUST-1004,TXN446479,33,FEMALE,savings,CHI,22-Sep-2020,16/10/2021,26862.14,gbp,5634.58,Deposit,655,1949.35,Closed,yes,Teacher,25572.58,morgan.jones@gmail.com,Loan disbursed to account
CUST-1936,TXN227987,23,female,Checking,Chicago,03-12-2024,06/17/2024,2089.09,USD,355.03,atm,672,3130.94,closed,no,Doctor,2809.74,chris.smith@yahoo.com,Customer flagged for review
CUST-2312,TXN948772,70,female,fixed deposit,new york,12/01/18,09/06/2022,36621.8,USD,1803.3,Deposit,583,840.46,Default,No,Engineer,29188.15,morgan.moore@gmail.com,KYC documents pending
CUST-3143,TXN330131,200,F,Savings,N.Y.,11-03-2023,15/03/2024,14334.6,eur,3184.54,atm,608,3517.92,closed,NO,teachr,22501.34,pat.wilson@outlook.com,Loan disbursed to account
CUST-2761,TXN893303,59,MALE,Checking,,16-Mar-2023,2023-07-12,673.65,USD ,9999999,DEPOSIT,658,9420.11,,yes,Doctor,-6233.89,saramillergmail.com,KYC documents pending
CUST-1199,TXN667776,72,female,fixed deposit,Phoenix,2023-09-25,29/11/2023,267.82,gbp,114.34,wire transfer,589,1954.22,closed,Yes,Doctor,-2902.76,lee.jackson@bank.org,Account dormant >6 months
CUST-1449,TXN649950,18,F,Savings,CHI,27/08/2022,04/29/2024,664.81,GBP,-20.15,ATM,691,9697.1,Defaulted,NO,enginr,2038.77,jane.anderson@gmail.com,Loan disbursed to account
CUST-1463,TXN777192,34,,CHECKING,los angeles,2021-03-22,2022-04-23,2060.92,usd,754.63,Withdrawal,823,,closed,Yes,enginr,2823.79,chris.wilson@outlook.com,Loan disbursed to account
CUST-2189,TXN841064,,Female,Checking,Los Angeles,15-Aug-2020,15/05/2024,23041.79,usd,1988.4,ATM,1200,20139.1,Defaulted,yes,accountant,22301.34,mike.smith@yahoo.com,KYC documents pending
CUST-2585,TXN998244,54,FEMALE,CHECKING,Phoenix,11/25/19,06/14/2024,218.0,NGN,120.41,Deposit,672,,ACTIVE,YES,Engineer,-6194.93,alex.brown@gmail.com,KYC docu
CUST-1136,TXN567576,45,FEMALE,Savings,new york,2022-11-17,14/01/2023,26378.41,gbp,10565.36,Deposit,867,-932.83,closed,Yes,teachr,36778.4,,Auto-debit setup confirmed
CUST-1196,TXN461083,43,Female,Fixed Deposit,Chicago,14-Sep-2023,06/21/2024,9285.99,USD,,Withdrawal,603,6154.56,closed,yes,Docter,708.0,mike.taylor@outlook.com,Loan disbursed to account
CUST-1194,TXN119524,64,male,SAVINGS,los angeles,15-Apr-2023,2024-06-13,494.32,NGN,521.61,Wire Transfer,652,,Active,NO,Teacher,1722.25,morgan.anderson@yahoo.com,Transaction verified by branch los angeles
CUST-1453,TXN909814,37,F,SAVINGS,Los Angeles,2020-07-02,2022-11-29,4904.8,USD,1768.72,ATM,706,5242.29,DEFAULT,YES,Lawyer,9059.88,sara.anderson@gmail.com,KYC documents pending
CUST-2062,TXN366628,46,male,Checking,New York,04/12/18,2020-01-25,3144.31, USD,1255.45,ATM,519,,Active,Yes,enginr,-3903.22,jane.taylor@gmail.com,Account dormant >6 months
CUST-1234,TXN944264,,Male,savings,Chicago,06/10/23,10/08/2023,141497.84,eur,53225.29,DEPOSIT,651,7909.94,Defaulted,YES,Docter,136610.66,,Transaction verified by branch Chicago
CUST-2039,TXN874594,48,F,FD,los angeles,09-08-2021,10/03/2022,1330.79,gbp,271.65,Withdrawal,564,45208.51,active,no,accountant,,pat.miller@outlook.com,KYC documents pending
CUST-2186,TXN991929,200,Female,Savings,new york,2021-02-28,05/06/2023,8504.75,USD ,4012.67,Wire Transfer,712,1862.19,ACTIVE,Yes,Accountant,8001.3,mike.anderson@outlook.com,Transaction verified by branch new york
CUST-1962,TXN861289,61,Female,Current,Los Angeles,18-Apr-2020,15/08/2021,101074.55,gbp,48515.58,wire transfer,616,7607.4,Closed,no,,66813.01,jane.smith@outlook.com,
CUST-2121,TXN933493,56,MALE,Savings,CHI,02-04-2022,04/24/2022,14619.84,NGN,1306.68,wire transfer,690,5891.42,Defaulted,yes,,17492.97,john.jones@outlook.com,Transaction verified by branch CHI
CUST-2051,TXN678507,-1,,Current,Phoenix,2021-08-27,2021-11-25,1873.43,NGN,516.55,atm,422,7969.6,Default,NO,Docter,2800.34,sara.moore@,Account dormant >6 months
CUST-1340,TXN118105,,female,FD,Houston,2018-11-22,31/05/2022,115801.02,EUR,17103.99,Transfer,695,14687.53,Active,yes,Engineer,234288.54,john.miller@yahoo.com,Customer flagged for review
CUST-1749,TXN305065,40,female,Checking,CHI,2019-08-22,02/23/2021,38.07,usd,-70.54,ATM,1200,2868.25,Defaulted,YES,,0,chris.moore@yahoo.com,Auto-debit setup confirmed
CUST-2291,TXN351921,29,M,FD,Houston,10-18-2022,11/03/2023,7235.13,EUR,460.81,ATM,805,1412.02,,,enginr,13679.14,alex.taylor@yahoo.com,Loan disbursed to account
CUST-1998,TXN560960,31,M,Checking,LA,03-18-2024,09/06/2024,1218.11,GBP,654.03,Withdrawal,607,8369.98,active,YES,teachr,-2798.78,lee.smith@bank.org,Account dormant >6 months
CUST-1861,TXN188598,68,F,FD,N.Y.,06-May-2018,2022-11-10,4909.42,USD,1760.11,ATM,632,,closed,,Accountant,13606.05,taylor.miller@yahoo.com,
CUST-2267,TXN994463,56,female,FD,Houston,09-Dec-2018,09/13/2021,22044.72,usd,9225.06,wire transfer,653,4267.94,Active,Yes,accountant,52930.94,chris.jones@gmail.com,Transaction verified by branch Houston
CUST-2053,TXN741458,70,female,Fixed Deposit,LA,2021-03-26,2023-01-26,19777.08,NGN,5313.36,DEPOSIT,591,24247.53,Default,no,rAWYER,9551.32,taylor.jackson@outlook.com,Transaction verified by branch LA
CUST--1926,TXN789649,57,M,Fixed Deposit,New York,06/08/18,08/09/2019,2058.27,USD ,611.88,Deposit,792,5250.14,Defaulted,Yes,LAWYER,9790.96,jane.miller@outlook.com,Loan disbursed to account
CUST-2007,TXN185578,56,female,checking,Chicago,12/05/2020,2023-08-11,1673.35,USD,416.02,ATM,720,4153.28,active,YES,Docter,2429.99,lee.jones@bank.org,
CUST-1598,TXN798776,,FEMALE,Savings,New York,03/10/2020,2022-07-18,4968.55,EUR,2548.93,atm,543,23093.76,Defaulted,NO,Lawyer,10711.56,johntaylorgmail.com,Auto-debit setup confirmed
CUST-3123,TXN881941,200,male,Savings,Houston,07-31-2021,2023-09-14,1210.61,eur,346.36,Wire Transfer,597,,closed,yes,Lawyer,-3699.67,morgan.miller@gmail.com,KYC documents pending
CUST-2927,TXN675122,69,M,savings,Houston,22/02/2020,2023-06-02,14573.22,usd,605.72,Wire Transfer,508,5998.87,Defaulted,NO,Docter,28546.1,sara.jackson@bank.org,
CUST-1394,TXN345012,-5,MALE,Checking,Houston,05/25/18,08/14/2018,569.74,USD ,141.45,wire transfer,627,11019.33,DEFAULT,no,enginr,5182.37,alexbrowngmail.com,Auto-debit 
CUST-2172,TXN493079,69,Female,FD,CHI,02-Jan-2018,23/01/2023,9472.28,gbp,,Withdrawal,716,25844.16,Defaulted,YES,LAWYER,541.7,jane.jackson@outlook.com,Customer flagged for review
cust8698,TXN199740,44,male,CHECKING,LA,06-Jul-2021,2023-09-19,5286.46,USD ,1799.55,Wire Transfer,732,,closed,Yes,Lawyer,,john.davis@gmail.com,Customer flagged for review
CUST-2203,TXN751981,28,male,Savings,Houston,09/05/21,11/07/2023,11411.37,GBP,3869.59,atm,577,,active,NO,accountant,,lee.taylor@yahoo.com,Customer flagged for review
CUST-1766,TXN170646,71,,Fixed Deposit,New York,07/27/23,08/10/2023,142.78,eur,-188.39,ATM,802,2251.93,Active,No,teachr,1055.53,chris.wilson@bank.org,KYC documents pending
CUST-2640,TXN608442,36,Male,FD,Los Angeles,29/07/2023,2023-12-13,466.51,USD,435.63,DEPOSIT,642,45721.4,,yes,Engineer,-10765.76,sara.jones@outlook.com,Customer flagged for review
CUST--1395,TXN363568,20,F,Current,Chicago,19/03/2021,2021-12-01,1718.39,USD,397.56,Withdrawal,699,20913.35,Active,yes,Docter,886.15,john.jones@,Account dormant >6 months
CUST-1500,TXN693378,,MALE,Savings,Los Angeles,10-13-2021,22/05/2024,7573.1,eur,2431.19,withdrawal,680,,DEFAULT,Yes,,17469.87,,
CUST-3106,TXN695686,44,MALE,Savings,Phoenix,03/30/23,02/26/2024,7035.38,USD ,3548.07,Wire Transfer,,,Closed,,Accountant,,taylor.anderson@outlook.com,Loan disbursed to account
cust7538,TXN811553,55,FEMALE,SAVINGS,New York,07-03-2021,2024-05-03,2770.42,USD ,127.72,wire transfer,354,3613.2,active,,enginr,78.79,jane.brown@bank.org,Loan disbursed to account
CUST-2314,TXN696176,38,Female,Fixed Deposit,N.Y.,2021-09-15,12/19/2022,13495.28,EUR,2470.46,Deposit,736,8413.07,,NO,bAWYER,16983.76,jane.jackson@yahoo.com,
CUST-2525,TXN330784,32,female,Fixed Deposit,LA,2018-04-29,10/09/2018,14811.93,gbp,2326.15,atm,562,104872.75,active,No,enginr,24371.13,jane.moore@bank.org,Transaction verified by branch LA
CUST-1612,TXN501200,38,M,checking,Phoenix,09/30/23,28/02/2024,1307.23,GBP,445.39,wire transfer,0,5502.01,,,accountant,636.6,john.brown@gmail.com,Loan disb
CUST-1716,TXN732184,49,Female,Savings,,08/10/22,10/07/2022,714.89,NGN,349.42,Wire Transfer,670,2340.78,closed,YES,LAWYER,2937.41,john.smith@outlook.com,
CUST-1715,TXN110972,71,F,CHECKING,N.Y.,2023-08-25,06/10/2023,111025.48,USD ,45122.51,ATM,698,8708.34,closed,NO,Engineer,134749.28,taylor.miller@bank.org,Transaction verified by branch N.Y.
CUST-1785,TXN541546,35,FEMALE,checking,Los Angeles,05/07/2023,25/01/2024,6079.95,eur,562.78,wire transfer,602,-896.66,ACTIVE,yes,Doctor,5579.0,morgan.moore@gmail.com,
CUST-1469,TXN403922,19,male,fixed deposit,los angeles,04-23-2019,09/10/2022,4104.32,NGN,775.83,Wire Transfer,624,3655.45,Closed,no,LAWYER,6807.24,jane.brown@gmail.com,Auto-
CUST-1779,TXN585731,50,M,Savings,Houston,01-24-2022,27/04/2022,594.09,EUR,424.4,Transfer,574,2557.15,Active,YES,LAWYER,6031.21,chris.jackson@outlook.com,
CUST-1881,TXN445539,29,female,fixed deposit,CHI,07/21/23,05/01/2024,4384.36,NGN,638.25,Transfer,-100,8167.19,Default,NO,LAWYER,2518.83,alex.moore@gmail.com,Customer flagged for review
CUST-2799,TXN789044,36,female,Savings,Houston,2018-03-20,09/28/2018,2935.03,usd,187.8,wire transfer,757,4003.36,closed,yes,Lawyer,-3799.91,mike.brown@outlook.com,Account dormant >6 months
CUST-2680,TXN311799,34,F,Checking,Chicago,26/03/2020,02/14/2023,636.16,GBP,-85.27,Withdrawal,649,7775.56,ACTIVE,no,Accountant,3952.51,morgan.jones@bank.org,Transaction verified by branch Chicago
CUST-1050,TXN114594,25,male,CHECKING,Los Angeles,16/04/2023,2024-01-28,4685.94,GBP,1498.87,withdrawal,556,-5.07,Closed,No,enginr,10458.7,mike.moore@bank.org,KYC doc
CUST-2605,TXN205286,18,FEMALE,Current,los angeles,17-Oct-2020,16/07/2023,4956.67,EUR,472.83,atm,,22508.21,Closed,Yes,Doctor,9831.73,jane.miller@yahoo.com,Auto-debit setup confirmed
CUST-1299,TXN947613,45,M,FD,N.Y.,19/07/2022,07/26/2022,44418.47, USD,5751.75,atm,,9210.55,active,Yes,Engineer,18470.7,sara.anderson@outlook.com,KYC documents pending
CUST-1405,TXN254785,42,FEMALE,Checking,Phoenix,03/21/20,02/17/2021,39753.21,USD,17220.33,Wire Transfer,667,-566.17,closed,Yes,enginr,20363.91,mike.taylor@yahoo.com,Auto-debit setup confirmed
CUST-1345,TXN372031,66,F,savings,Los Angeles,09-15-2023,10/05/2023,3491.42,GBP,-500,withdrawal,543,4440.99,ACTIVE,No,Docter,4299.07,chris.jones@gmail.com,Account dormant >6 months
CUST-2396,TXN275098,50,male,fixed deposit,Houston,2020-04-13,09/20/2023,499.51,gbp,337.8,DEPOSIT,575,2607.06,Closed,YES,Teacher,-1137.7,mike.moore@yahoo.com,Customer flagged for review
CUST-2713,TXN877327,64,Female,Current,new york,27-May-2020,04/14/2022,2140.09,EUR,137.94,atm,558,6676.78,closed,no,Lawyer,5991.93,alex.jackson@outlook.com,Account dormant >6 months
CUST-2751,TXN181563,67,MALE,Savings,los angeles,04/21/20,2021-09-18,5690.39, USD,,withdrawal,645,5555.89,active,yes,LAWYER,15097.62,john.moore@bank.org,Account dormant >6 months
CUST-1567,TXN193787,65,MALE,savings,LA,22/05/2023,24/11/2023,4814.93, USD,2053.68,DEPOSIT,643,11472.14,ACTIVE,Yes,Engineer,5633.33,john.miller@gmail.com,Customer flagged for review
CUST-1755,TXN362263,73,Female,Savings,N.Y.,12/31/21,08/02/2022,12874.05,NGN,5130.8,atm,##,13658.84,Closed,YES,accountant,18493.8,jane.jones@bank.org,Auto-debit setup confirmed
CUST-2180,TXN972216,42,FEMALE,SAVINGS,N.Y.,2022-04-22,2024-06-09,7955.72,USD,2972.58,wire transfer,648,4447.86,closed,No,Doctor,7098.99,alex.davis@outlook.com,Auto-debi
CUST-1075,TXN448121,73,Female,Fixed Deposit,New York,08-07-2022,2023-05-05,356.72,gbp,68.32,atm,622,3632.67,Active,YES,Lawyer,-315.09,lee.brown@gmail.com,Transaction verified by branch New York
CUST-2078,TXN142907,39,FEMALE,SAVINGS,New York,09-May-2020,23/04/2023,3670.08,usd,485.38,Deposit,580,8935.73,DEFAULT,NO,Lawyer,12050.47,sara.taylor@outlook.com,
CUST-1477,TXN849629,62,male,CHECKING,Houston,2018-09-27,2019-03-19,12452.85, USD,3779.91,ATM,601,11631.86,Closed,NO,Docter,6715.64,jane.brown@gmail.com,KYC documents pending
CUST-2352,TXN611290,74,MALE,fixed deposit,Houston,2018-07-09,29/11/2022,401.48,EUR,403.26,Wire Transfer,773,,Active,yes,Doctor,6891.32,mike.moore@bank.org,Account dormant >6 months
CUST-1957,TXN903064,52,male,Savings,Phoenix,04-14-2024,06/17/2024,1992.27,USD ,26.85,DEPOSIT,615,17922.61,Default,no,Docter,2329.18,lee.taylor@bank.org,
CUST-1028,TXN988432,72,Female,fixed deposit,Houston,04/16/24,26/06/2024,750.59,EUR,-0.01,withdrawal,773,3702.44,Closed,Yes,LAWYER,-912.94,taylor.jackson@yahoo.com,Transaction verified by branch Houston
CUST-2689,TXN225654,28,female,Checking,N.Y.,12/22/22,07/26/2023,403.54,USD ,96.82,Wire Transfer,676,29707.35,closed,No,Doctor,3548.63,janeandersongmail.com,Loan disbursed to account
CUST-3059,TXN244535,28,male,SAVINGS,CHI,03/11/20,2022-04-26,1624.5,USD ,674.93,DEPOSIT,950,58833.72,ACTIVE,YES,Accountant,6629.24,taylor.davis@bank.org,Loan disbursed to account
CUST-1503,TXN329465,37,Female,Savings,,24/09/2022,09/29/2022,4166.61, USD,875.94,Deposit,672,13644.92,Default,YES,teachr,10071.5,chris.jackson@bank.org,
CUST-1953,TXN383818,51,female,savings,Chicago,05-Apr-2018,04/19/2021,5281.49, USD,1112.92,Transfer,528,583.63,closed,no,Engineer,5729.66,john.anderson@outlook.com,
CUST-1325,TXN261479,24,F,Current,los angeles,10-05-2023,09/01/2024,3222.52,NGN,1681.2,Withdrawal,643,8765.99,Default,YES,Accountant,-7862.49,pat.anderson@outlook.com,
CUST-1744,TXN106148,53,FEMALE,CHECKING,los angeles,01/05/2019,25/03/2021,1608.02, USD,734.52,withdrawal,646,1434.83,Active,YES,enginr,9918.06,mike.taylor@bank.org,Auto-debit setup confirmed
CUST-1634,TXN175868,,male,SAVINGS,Phoenix,2021-09-10,26/07/2022,2710.02,GBP,356.1,Withdrawal,613,7763.41,Active,No,Doctor,4709.0,alex.smith@bank.org,Transaction verified by branch Phoenix
CUST-1883,TXN553012,33,F,FD,CHI,10-Jan-2024,2024-01-27,270.32,NGN,-150.35,Withdrawal,662,3318.32,Defaulted,NO,teachr,2829.92,morgan.davis@outlook.com,
CUST-2148,TXN850932,62,male,Savings,New York,10/10/23,2023-12-22,3383.88, USD,429.11,DEPOSIT,504,,DEFAULT,No,LAWYER,-4185.1,john.taylor@gmail.com,KYC documents pending
CUST-2942,TXN988493,49,Female,CHECKING,CHI,01-05-2023,06/28/2024,2390.39,GBP,46.51,wire transfer,664,,Closed,NO,accountant,5596.32,mike.davis@outlook.com,Loan disbursed to account
CUST-1717,TXN344504,58,,SAVINGS,Chicago,18-Sep-2022,2024-02-11,2361.64,eur,-357.57,atm,581,5358.26,active,no,enginr,12533.13,chris.jackson@bank.org,Customer flagged for review
CUST-1893,TXN590235,67,F,checking,LA,08/03/2019,2024-06-08,6250.91,gbp,469.35,atm,561,5622.29,DEFAULT,No,Accountant,9130.25,taylor.miller@outlook.com,Customer flagged for review
CUST-3012,TXN214025,31,MALE,SAVINGS,Los Angeles,04/13/18,04/29/2020,4938.17,usd,544.12,Transfer,682,57128.57,Closed,yes,enginr,3739.09,morgan.davis@bank.org,Loan disbursed to account
CUST-1184,TXN904694,48,female,Checking,Los Angeles,27/06/2020,2024-01-15,551.72,eur,-288.93,Transfer,752,11297.24,Closed,yes,Lawyer,-2707.81,taylor.jones@yahoo.com,Transaction verified by branch Los Angeles
CUST-2424,TXN935367,37,Female,Savings,New York,03/28/24,2024-05-21,322.99,eur,-172.1,ATM,,5847.48,ACTIVE,yes,Engineer,-6392.84,pat.miller@yahoo.com,KYC documents pending
CUST-3149,TXN130492,18,F,checking,los angeles,06/02/2023,30/12/2023,784.65,EUR,181.44,withdrawal,670,16269.56,active,YES,Doctor,3351.89,pat.anderson@bank.org,Transaction verified by branch los angeles
CUST-2466,TXN901520,53,female,checking,LA,08/14/21,2022-11-21,5918.39,GBP,,Wire Transfer,589,3788.16,DEFAULT,NO,Lawyer,936.94,alex.smith@outlook.com,Auto-debit setup confirmed
CUST-2945,TXN786661,27,F,Current,Houston,01-31-2024,2024-02-09,5946.89,usd,625.08,wire transfer,670,6448.01,Defaulted,no,enginr,9606.19,chris.davis@gmail.com,Customer flagged for review
CUST-1703,TXN786719,23,Male,SAVINGS,Houston,17/03/2024,28/04/2024,785.36,GBP,538.0,ATM,720,,active,No,Docter,-1461.78,mike.taylor@yahoo.com,KYC documents pending
CUST-1917,TXN297006,34,Female,CHECKING,LA,10/03/18,05/20/2020,20660.25,USD ,9157.16,wire transfer,561,11470.82,Defaulted,yes,Engineer,31520.07,mike.brown@gmail.com,Auto-debit setup confirmed
CUST-1553,TXN595571,59,M,Savings,Phoenix,18-Feb-2021,30/11/2023,1138.84, USD,647.14,Deposit,794,,active,Yes,Teacher,4291.02,alex.jones@gmail.com,KYC documents pending
CUST-3098,TXN637314,44,F,SAVINGS,Chicago,23/11/2020,10/06/2021,13212.81,NGN,2097.36,wire transfer,563,2844.32,ACTIVE,yes,accountant,10101.85,,KYC documents pending
CUST-2077,TXN556376,42,Female,CHECKING,N.Y.,27/03/2021,06/05/2021,6271.1,GBP,1680.71,Withdrawal,683,40309.37,DEFAULT,No,,3560.51,jane.brown@outlook.com,
CUST-2780,TXN135538,42,MALE,SAVINGS,new york,12/06/2023,2023-11-22,4427.69, USD,302.03,withdrawal,687,4701.81,closed,yes,LAWYER,3.3,morgan.taylor@bank.org,Customer f
CUST-2983,TXN359518,20,Male,Checking,los angeles,12-29-2022,2023-10-14,2055.08,NGN,584.48,Withdrawal,608,12294.08,closed,NO,Teacher,6201.97,lee.smith@outlook.com,Loan disbursed to account
CUST-2731,TXN126653,57,MALE,Checking,N.Y.,25-Mar-2018,30/04/2021,1795.76, USD,113.27,Transfer,628,5129.59,ACTIVE,yes,Doctor,-2016.5,chris.smith@bank.org,Account dormant >6 months
CUST-2577,TXN772519,64,female,Savings,New York,04-Jul-2019,04/09/2020,2504.9,usd,534.25,Transfer,640,23985.92,,no,Teacher,1330.96,alexjacksongmail.com,Auto-debit setup confirmed
CUST-1913,TXN882984,,MALE,Current,Chicago,27/09/2022,07/12/2023,437.67,usd,171.12,ATM,583,71976.63,active,Yes,,3023.78,lee.brown@yahoo.com,Account dormant >6 months
CUST-2826,TXN229919,40,male,SAVINGS,Phoenix,2023-03-31,2024-06-09,4334.73,gbp,883.88,withdrawal,635,,Default,YES,Teacher,-5103.95,taylor.taylor@outlook.com,
CUST-1313,TXN816044,31,Female,fixed deposit,los angeles,03-03-2018,08/21/2021,31602.14,usd,7113.59,withdrawal,532,10142.11,DEFAULT,no,teachr,,alex.moore@yahoo.com,Account dormant >6 months
CUST-2237,TXN491768,46,F,Savings,Houston,21-Jul-2021,2021-10-14,-1,gbp,,wire transfer,600,,Default,No,LAWYER,-3060.14,taylor.jackson@gmail.com,Auto-debit setup confirmed
CUST-2294,TXN959684,53,M,Savings,los angeles,2022-10-31,28/05/2024,6407.26,USD ,3038.08,DEPOSIT,673,6385.38,Defaulted,YES,teachr,2596.37,alex.jackson@yahoo.com,
CUST-2978,TXN663970,33,Female,checking,New York,08-21-2019,19/02/2021,353.06,eur,238.95,Withdrawal,651,,Active,Yes,,678.11,taylor.miller@yahoo.com,
CUST-1659,TXN948866,72,Male,SAVINGS,new york,15/02/2021,28/06/2024,365.42,USD,118.39,DEPOSIT,481,15146.25,Active,No,Docter,5008.55,lee.davis@outlook.com,Loan disbursed to account
CUST-2338,TXN272051,30,male,Current,Los Angeles,11-May-2024,06/12/2024,4021.52, USD,548.14,Withdrawal,688,3424.43,Default,YES,Accountant,16983.45,morgan.jackson@bank.org,KYC documents pending
CUST-1796,TXN772889,66,Female,Current,CHI,23/01/2024,2024-04-30,641.59,eur,179.29,Withdrawal,572,13439.66,Default,Yes,teachr,-2981.33,taylor.wilson@yahoo.com,Transaction verified by branch CHI
CUST-2250,TXN949644,74,female,SAVINGS,N.Y.,02-Jul-2023,19/02/2024,17175.94,USD,1101.05,DEPOSIT,598,523.67,ACTIVE,YES,enginr,33980.3,morgan.anderson@bank.org,Loan disbursed to account
CUST-2721,TXN995619,36,M,FD,Phoenix,10/23/23,13/12/2023,647.83,eur,320.66,Wire Transfer,714,2551.78,Active,NO,Teacher,3846.5,lee.taylor@gmail.com,KYC documents pending
CUST-1336,TXN347062,69,Male,Checking,LA,11/27/18,2019-08-19,575.7,usd,-139.06,wire transfer,777,3473.92,Active,YES,Docter,-4733.22,mike.moore@gmail.com,Account dormant >6 months
CUST-2152,TXN152859,41,female,fixed deposit,N.Y.,2018-12-11,06/15/2019,595.54,eur,252.72,wire transfer,611,102680.92,ACTIVE,no,,881.38,lee.brown@yahoo.com,Auto-debit
CUST-3053,TXN498510,52,MALE,Current,Chicago,02-26-2019,2023-02-01,2786.2,GBP,190.9,ATM,681,3209.39,Active,yes,Lawyer,-3970.42,,Loan disbursed to account
CUST-2947,TXN451712,44,Male,SAVINGS,Phoenix,27-Aug-2020,2023-11-19,27985.14,eur,231.25,ATM,768,4192.18,DEFAULT,YES,Lawyer,43630.78,,Auto-debit setup confirmed
CUST-2253,TXN931622,57,F,Current,CHI,21/12/2018,2023-10-02,5934.22,USD ,603.99,Wire Transfer,641,6542.83,DEFAULT,NO,Teacher,16593.37,john.jackson@bank.org,Customer flagged for review
CUST-3141,TXN937822,39,male,SAVINGS,Los Angeles,20-Dec-2022,2023-10-02,9835.91, USD,1632.49,wire transfer,673,30212.39,ACTIVE,NO,Teacher,2137.03,taylor.miller@gmail.com,Account dormant >6 months
CUST-1678,TXN795111,75,MALE,SAVINGS,new york,23/09/2020,06/11/2021,11767.37,USD ,2121.14,Transfer,640,4291.72,active,Yes,Lawyer,23842.34,pat.anderson@gmail.com,Loan disbursed to account
CUST-1918,TXN395244,63,Female,SAVINGS,Los Angeles,01/06/19,2023-11-06,5082.22,USD,992.67,wire transfer,##,13443.37,closed,YES,Teacher,8777.33,john.smith@bank.org,Loan disbursed to account
CUST-1929,TXN732861,21,female,Checking,Los Angeles,08-Nov-2022,07/03/2023,1077.11,usd,172.92,ATM,587,6249.14,Active,NO,Doctor,9602.25,lee.miller@yahoo.com,KYC documents pending
CUST-2501,TXN666156,-5,F,FD,Los Angeles,2019-03-17,17/06/2024,1952.39,USD ,919.47,Deposit,574,3271.81,Defaulted,No,enginr,-9843.97,morgan.taylor@outlook.com,KYC d
CUST-1467,TXN644830,34,F,Fixed Deposit,,08-Nov-2019,24/10/2023,3373.34,NGN,1229.62,Wire Transfer,625,,Default,no,Doctor,5208.97,morgan.wilson@yahoo.com,Customer flagged for review
CUST-1399,TXN302273,35,FEMALE,Checking,new york,10/04/2019,17/10/2023,4277.52,NGN,885.91,Withdrawal,---,1393.03,Default,no,enginr,10170.37,jane.brown@gmail.com,Loan disbursed to account
CUST-3050,TXN165923,53,male,savings,los angeles,2020-06-01,11/05/2024,4480.66, USD,,atm,659,,Default,yes,LAWYER,11738.4,john.jackson@outlook.com,Customer flagged for review
CUST-1636,TXN294559,44,female,CHECKING,Chicago,2023-07-29,30/07/2023,1425.31,EUR,203.76,ATM,699,4292.56,closed,YES,,-4089.1,chris.moore@bank.org,Account dormant >6 months
CUST-1247,TXN840356,45,MALE,Checking,CHI,03/18/24,05/17/2024,1727.76, USD,228.88,wire transfer,674,,Active,YES,enginr,,sara.wilson@gmail.com,Customer flagged for review
CUST-2382,TXN775544,20,Male,FD,CHI,04/11/2018,01/06/2021,351.07,NGN,233.99,ATM,716,,ACTIVE,YES,Accountant,1644.09,alex.jones@outlook.com,
CUST-1842,TXN566039,40,FEMALE,SAVINGS,CHI,11/10/2018,11/06/2022,64519.2,gbp,17976.23,Withdrawal,712,3674.24,ACTIVE,yes,Accountant,122848.62,sara.miller@bank.org,Transaction verified by branch CHI
CUST-2889,TXN377070,41,MALE,Current,Houston,02/03/2021,09/23/2021,3476.61,NGN,1041.58,DEPOSIT,716,19371.46,,yes,enginr,5826.47,morgan.anderson@gmail.com,
CUST-1478,TXN558116,65,male,Checking,CHI,02/03/2018,15/02/2021,3508.13,NGN,,ATM,647,,Default,NO,Accountant,6037.89,sara.miller@bank.org,Customer flagged for review
CUST-1750,TXN636112,71,,Fixed Deposit,N.Y.,12-07-2018,03/21/2020,258.03,eur,-208.16,Transfer,,9039.95,Default,YES,Teacher,6812.44,jane.brown@outlook.com,Transactio
CUST-1293,TXN260119,31,F,Savings,Chicago,2022-05-24,29/03/2024,8625.99, USD,1920.55,Wire Transfer,604,2252.27,active,No,,11409.08,taylor.brown@yahoo.com,Loan disbursed to account
CUST-2038,TXN973198,51,Female,savings,LA,16/09/2019,28/07/2022,699.78,EUR,325.33,DEPOSIT,625,2964.31,Active,NO,Docter,2538.69,,
CUST-2231,TXN789636,46,F,savings,N.Y.,15/10/2018,2021-08-24,1688.95, USD,788.1,ATM,684,2262.71,active,NO,accountant,426.48,pat.anderson@bank.org,Auto-debit setup confirmed
CUST-1642,TXN232140,64,F,Current,CHI,2023-12-30,03/11/2024,1533.69,gbp,294.43,Deposit,673,12876.83,active,yes,Accountant,2286.52,mike.anderson@gmail.com,Auto-debit setup confirmed
